Date,AAPL,AXP,BA,CAT,CSCO,CVX,DIS,DOW,GS,HD,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,PFE,PG,RTX,TRV,UNH,V,VZ,WBA,WMT,XOM
2007-01-18,12.724286079406738,59.0,88.0,59.900001525878906,26.450000762939453,70.91999816894531,35.366024017333984,,209.67999267578125,40.869998931884766,99.44999694824219,20.649999618530273,67.70999908447266,48.150001525878906,24.174999237060547,44.59000015258789,78.80999755859375,45.7400016784668,31.0,12.458749771118164,27.170000076293945,65.54000091552734,40.84959030151367,51.290000915527344,53.79999923706055,,35.07334518432617,46.400001525878906,48.38999938964844,71.95999908447266
2007-01-19,12.642857551574707,58.09000015258789,88.62999725341797,59.369998931884766,26.700000762939453,72.31999969482422,35.020748138427734,,210.2899932861328,40.54999923706055,96.16999816894531,20.81999969482422,67.76000213623047,48.7599983215332,24.1299991607666,44.810001373291016,79.25,45.599998474121094,31.110000610351562,12.492500305175781,27.219999313354492,66.08999633789062,41.019508361816406,51.369998931884766,53.20000076293945,,34.77460861206055,46.0099983215332,48.310001373291016,73.52999877929688
2007-01-22,12.398571014404297,58.060001373291016,85.5999984741211,58.16999816894531,26.530000686645508,71.22000122070312,34.67547607421875,,212.97000122070312,40.04999923706055,97.11000061035156,20.790000915527344,67.18000030517578,49.65999984741211,24.014999389648438,44.349998474121094,78.48999786376953,45.29999923706055,30.719999313354492,12.212499618530273,26.950000762939453,65.72000122070312,40.33354187011719,51.72999954223633,52.189998626708984,,34.77460861206055,45.79999923706055,47.959999084472656,72.9000015258789
2007-01-23,12.242856979370117,57.540000915527344,87.36000061035156,59.560001373291016,26.040000915527344,72.55999755859375,35.09967041015625,,212.63999938964844,40.43000030517578,97.08000183105469,20.549999237060547,66.5,49.83000183105469,24.059999465942383,44.849998474121094,78.8499984741211,45.72999954223633,30.739999771118164,12.095000267028809,26.3700008392334,65.63999938964844,41.623661041259766,51.810001373291016,51.470001220703125,,34.998661041259766,45.58000183105469,47.810001373291016,74.48999786376953
2007-01-24,12.385714530944824,58.93000030517578,87.5999984741211,59.72999954223633,26.889999389648438,72.83999633789062,34.87277603149414,,220.10000610351562,40.689998626708984,97.4000015258789,20.84000015258789,67.01000213623047,50.36000061035156,24.065000534057617,44.15999984741211,79.48999786376953,46.220001220703125,31.09000015258789,12.104999542236328,26.81999969482422,65.51000213623047,42.057899475097656,51.34000015258789,51.79999923706055,,35.54011917114258,45.5099983215332,48.61000061035156,74.9000015258789
2007-01-25,12.321428298950195,57.77000045776367,86.16000366210938,59.630001068115234,26.219999313354492,71.5199966430664,34.46831130981445,,213.07000732421875,40.09000015258789,97.51000213623047,20.600000381469727,66.68000030517578,50.209999084472656,23.969999313354492,43.0,79.01000213623047,46.0,30.450000762939453,11.979999542236328,26.360000610351562,64.91999816894531,41.66771697998047,50.650001525878906,52.099998474121094,,35.00799560546875,45.13999938964844,48.150001525878906,73.5199966430664
2007-01-26,12.197142601013184,57.849998474121094,85.43000030517578,61.09000015258789,26.350000381469727,71.5,34.08357620239258,,213.5,39.939998626708984,97.44999694824219,20.530000686645508,66.06999969482422,49.70000076293945,23.915000915527344,42.93000030517578,78.69000244140625,45.9900016784668,30.600000381469727,11.899999618530273,26.290000915527344,64.86000061035156,41.56072998046875,50.65999984741211,51.540000915527344,,35.31606674194336,45.189998626708984,47.66999816894531,73.61000061035156
2007-01-29,12.277142524719238,57.63999938964844,85.5,61.70000076293945,26.209999084472656,71.52999877929688,34.21181869506836,,211.0399932861328,39.90999984741211,98.54000091552734,20.889999389648438,66.1500015258789,49.470001220703125,23.854999542236328,43.22999954223633,78.95999908447266,45.5099983215332,30.530000686645508,12.039999961853027,26.059999465942383,64.87999725341797,41.3404655456543,50.97999954223633,51.72999954223633,,35.502777099609375,45.400001525878906,47.630001068115234,73.19999694824219
2007-01-30,12.221428871154785,58.0099983215332,86.0,62.880001068115234,26.25,73.06999969482422,34.566959381103516,,208.77999877929688,40.16999816894531,99.37000274658203,20.93000030517578,66.38999938964844,50.18000030517578,23.905000686645508,43.77000045776367,74.69999694824219,44.90999984741211,30.479999542236328,12.21875,26.100000381469727,64.58999633789062,42.133419036865234,51.599998474121094,52.209999084472656,,36.01622772216797,45.2400016784668,47.279998779296875,74.38999938964844
2007-01-31,12.247142791748047,58.220001220703125,89.55999755859375,64.06999969482422,26.6200008392334,72.87999725341797,34.69520568847656,,212.16000366210938,40.7400016784668,99.1500015258789,20.959999084472656,66.80000305175781,50.93000030517578,23.940000534057617,44.349998474121094,74.30000305175781,44.75,30.860000610351562,12.351249694824219,26.239999771118164,64.87000274658203,42.80679702758789,50.849998474121094,52.2599983215332,,35.96021270751953,45.29999923706055,47.689998626708984,74.0999984741211
2007-02-01,12.105713844299316,58.06999969482422,91.05000305175781,64.98999786376953,26.59000015258789,74.47000122070312,34.5373649597168,,212.0,41.08000183105469,99.0,21.110000610351562,67.01000213623047,51.209999084472656,24.049999237060547,44.47999954223633,73.98999786376953,45.130001068115234,30.559999465942383,12.585000038146973,26.6200008392334,65.33999633789062,43.159217834472656,52.0,52.79999923706055,,35.474769592285156,45.7400016784668,47.779998779296875,75.08000183105469
2007-02-02,12.107142448425293,58.15999984741211,90.05000305175781,65.25,27.139999389648438,74.04000091552734,34.70507049560547,,213.42999267578125,40.83000183105469,99.16999816894531,21.229999542236328,66.58000183105469,50.93000030517578,24.1200008392334,44.540000915527344,73.87000274658203,44.72999954223633,30.190000534057617,12.524999618530273,26.799999237060547,65.33999633789062,42.79420852661133,52.43000030517578,52.90999984741211,,35.63347244262695,45.31999969482422,48.08000183105469,75.54000091552734
2007-02-05,11.99142837524414,58.20000076293945,90.72000122070312,64.48999786376953,27.510000228881836,73.77999877929688,34.78398895263672,,212.5500030517578,41.029998779296875,100.37999725341797,21.280000686645508,66.30000305175781,50.959999084472656,23.950000762939453,44.529998779296875,73.93000030517578,44.58000183105469,29.610000610351562,12.427499771118164,26.8799991607666,65.1500015258789,42.64946365356445,52.66999816894531,52.33000183105469,,35.55878829956055,44.900001525878906,48.52000045776367,75.66999816894531
2007-02-06,12.021428108215332,58.060001373291016,90.9800033569336,64.41999816894531,27.280000686645508,73.37000274658203,34.714935302734375,,214.64999389648438,41.27000045776367,99.8499984741211,21.309999465942383,66.0,51.0,24.024999618530273,44.77000045776367,74.2699966430664,44.63999938964844,29.510000228881836,12.646249771118164,26.829999923706055,64.58999633789062,43.0522346496582,52.7599983215332,50.9900016784668,,35.54945373535156,45.36000061035156,48.58000183105469,75.45999908447266
2007-02-07,12.307143211364746,58.68000030517578,90.3499984741211,65.63999938964844,28.09000015258789,72.63999938964844,35.00101852416992,,213.5500030517578,41.36000061035156,99.54000091552734,21.510000228881836,65.80000305175781,51.209999084472656,24.014999389648438,44.720001220703125,74.6500015258789,44.2599983215332,29.3700008392334,12.862500190734863,26.520000457763672,64.4800033569336,43.11516571044922,52.720001220703125,51.25,,35.55878829956055,45.43000030517578,48.58000183105469,74.79000091552734
2007-02-08,12.311429023742676,58.4900016784668,89.5199966430664,65.62999725341797,28.139999389648438,73.75,34.81358337402344,,213.89999389648438,41.09000015258789,99.62000274658203,21.360000610351562,65.76000213623047,50.93000030517578,23.93000030517578,44.349998474121094,74.63999938964844,43.91999816894531,29.260000228881836,12.923749923706055,26.440000534057617,64.58999633789062,42.82567596435547,53.15999984741211,51.2400016784668,,35.42809295654297,45.7599983215332,48.310001373291016,75.45999908447266
2007-02-09,11.89571475982666,57.529998779296875,90.0,64.80000305175781,27.709999084472656,73.31999969482422,33.896141052246094,,213.27999877929688,41.0,98.55000305175781,21.030000686645508,65.5999984741211,50.41999816894531,23.8799991607666,44.560001373291016,74.54000091552734,43.81999969482422,28.979999542236328,12.949999809265137,26.3799991607666,64.43000030517578,42.52989196777344,52.4900016784668,50.880001068115234,,35.194705963134766,45.43000030517578,47.970001220703125,75.22000122070312
2007-02-12,12.125714302062988,57.0,89.19999694824219,64.5999984741211,27.540000915527344,72.31999969482422,33.46207809448242,,211.1300048828125,41.439998626708984,98.58000183105469,20.799999237060547,65.45999908447266,50.439998626708984,23.959999084472656,44.72999954223633,74.58999633789062,43.849998474121094,28.940000534057617,13.046250343322754,26.219999313354492,64.16000366210938,42.19005584716797,52.619998931884766,51.619998931884766,,35.07334518432617,45.099998474121094,47.7400016784668,74.5999984741211
2007-02-13,12.100000381469727,57.599998474121094,89.29000091552734,64.7300033569336,27.18000030517578,72.83000183105469,34.1230354309082,,212.52999877929688,41.7599983215332,98.29000091552734,20.8700008392334,65.37999725341797,50.95000076293945,24.104999542236328,44.900001525878906,76.43000030517578,43.95000076293945,29.010000228881836,13.149999618530273,26.389999389648438,64.70999908447266,42.290748596191406,52.720001220703125,51.61000061035156,,35.51211166381836,45.04999923706055,47.97999954223633,75.44999694824219
2007-02-14,12.185714721679688,58.689998626708984,89.94000244140625,66.16000366210938,27.459999084472656,72.19000244140625,34.28087615966797,,217.39999389648438,41.72999954223633,99.19999694824219,21.139999389648438,65.8499984741211,51.41999816894531,23.940000534057617,45.02000045776367,76.83999633789062,44.060001373291016,29.399999618530273,13.172499656677246,26.579999923706055,64.87999725341797,42.90119552612305,52.970001220703125,51.63999938964844,,36.062904357910156,44.93000030517578,47.869998931884766,75.5999984741211
2007-02-15,12.172857284545898,58.849998474121094,91.70999908447266,67.62000274658203,27.559999465942383,71.36000061035156,34.20195388793945,,216.82000732421875,41.65999984741211,98.91999816894531,21.309999465942383,65.79000091552734,51.209999084472656,23.924999237060547,44.97999954223633,76.91000366210938,43.880001068115234,29.459999084472656,13.188750267028809,26.530000686645508,64.98999786376953,43.37948226928711,52.720001220703125,53.61000061035156,,35.84819030761719,46.099998474121094,48.36000061035156,75.33999633789062
2007-02-16,12.118571281433105,59.02000045776367,90.94000244140625,67.66999816894531,27.520000457763672,70.80999755859375,34.418983459472656,,216.9199981689453,41.439998626708984,98.98999786376953,21.229999542236328,65.51000213623047,51.25,23.934999465942383,45.31999969482422,76.83999633789062,44.279998779296875,28.739999771118164,13.287500381469727,26.299999237060547,65.06999969482422,43.22215270996094,52.72999954223633,53.95000076293945,,35.94154357910156,46.0099983215332,48.47999954223633,75.29000091552734
2007-02-20,12.271428108215332,58.709999084472656,91.02999877929688,67.93000030517578,27.65999984741211,70.12000274658203,34.57682418823242,,220.94000244140625,41.34000015258789,99.3499984741211,21.18000030517578,65.45999908447266,51.630001068115234,23.889999389648438,45.79999923706055,76.58000183105469,44.5,28.829999923706055,13.351249694824219,26.299999237060547,64.87999725341797,42.87602233886719,53.29999923706055,53.81999969482422,,35.717491149902344,46.31999969482422,50.2599983215332,74.87000274658203
2007-02-21,12.742856979370117,58.529998779296875,90.95999908447266,68.20999908447266,27.3799991607666,69.94000244140625,34.665611267089844,,220.14999389648438,41.29999923706055,99.08999633789062,20.8799991607666,65.0,51.650001525878906,23.78499984741211,45.970001220703125,76.2300033569336,43.95000076293945,29.350000381469727,13.388750076293945,26.06999969482422,64.69000244140625,42.52989196777344,53.7400016784668,53.529998779296875,,35.74549865722656,45.880001068115234,49.970001220703125,74.77999877929688
2007-02-22,12.787142753601074,58.150001525878906,90.58000183105469,67.77999877929688,27.399999618530273,70.66999816894531,34.685340881347656,,218.97000122070312,41.18000030517578,98.5,20.969999313354492,64.77999877929688,51.63999938964844,23.649999618530273,46.04999923706055,76.3499984741211,43.20000076293945,29.389999389648438,13.5287504196167,25.8700008392334,64.70999908447266,42.47954559326172,53.7400016784668,53.720001220703125,,35.885528564453125,45.61000061035156,49.689998626708984,75.08000183105469
2007-02-23,12.724286079406738,58.02000045776367,90.27999877929688,67.26000213623047,27.510000228881836,71.06999969482422,34.665611267089844,,216.5,40.959999084472656,97.7300033569336,20.760000228881836,64.1500015258789,51.029998779296875,23.6299991607666,46.0099983215332,76.20999908447266,42.939998626708984,28.899999618530273,13.505000114440918,25.6200008392334,64.81999969482422,42.51101303100586,53.0,53.029998779296875,,35.85752487182617,45.31999969482422,49.56999969482422,75.22000122070312
2007-02-26,12.644286155700684,57.13999938964844,88.93000030517578,67.26000213623047,27.239999771118164,71.41000366210938,34.636016845703125,,214.0,40.790000915527344,96.91000366210938,20.850000381469727,64.30000305175781,50.810001373291016,23.860000610351562,45.79999923706055,76.12000274658203,44.47999954223633,29.06999969482422,13.478750228881836,25.84000015258789,64.44000244140625,42.309627532958984,52.900001525878906,53.209999084472656,,35.83885192871094,45.52000045776367,49.97999954223633,75.4000015258789
2007-02-27,11.989999771118164,55.59000015258789,87.19999694824219,64.83000183105469,25.709999084472656,68.58000183105469,32.65314865112305,,196.0,39.81999969482422,93.95999908447266,20.030000686645508,63.04999923706055,49.220001220703125,23.19499969482422,44.459999084472656,74.5,43.18000030517578,27.8700008392334,12.99625015258789,25.139999389648438,61.25,41.19572067260742,51.189998626708984,51.709999084472656,,34.1958122253418,44.619998931884766,48.20000076293945,71.83000183105469
2007-02-28,12.087142944335938,56.869998931884766,87.26000213623047,64.43000030517578,25.940000534057617,68.5199966430664,33.78762435913086,,201.75,39.59000015258789,92.94000244140625,19.860000610351562,62.93000030517578,49.38999938964844,23.34000015258789,43.689998626708984,74.08000183105469,44.150001525878906,28.170000076293945,13.05875015258789,24.959999084472656,63.4900016784668,41.308998107910156,50.75,52.18000030517578,,34.914642333984375,44.70000076293945,48.310001373291016,71.68000030517578
2007-03-01,12.437143325805664,56.54999923706055,87.8499984741211,63.900001525878906,25.850000381469727,67.5999984741211,33.92573547363281,,199.66000366210938,39.45000076293945,92.2699966430664,19.59000015258789,62.45000076293945,49.20000076293945,23.260000228881836,44.099998474121094,73.66000366210938,43.9900016784668,28.09000015258789,13.161250114440918,25.040000915527344,63.68000030517578,40.98175048828125,51.220001220703125,52.7400016784668,,34.634578704833984,44.630001068115234,47.88999938964844,70.98999786376953
2007-03-02,12.201428413391113,55.439998626708984,87.02999877929688,63.040000915527344,25.299999237060547,66.79000091552734,33.491676330566406,,195.6699981689453,39.0099983215332,90.9000015258789,19.219999313354492,61.95000076293945,48.189998626708984,22.94499969482422,43.66999816894531,73.01000213623047,44.189998626708984,27.760000228881836,12.982500076293945,24.790000915527344,63.15999984741211,40.497169494628906,50.58000183105469,54.18000030517578,,34.05577850341797,44.15999984741211,47.810001373291016,70.01000213623047
2007-03-05,12.331428527832031,54.900001525878906,87.0199966430664,63.16999816894531,25.459999084472656,66.43000030517578,33.26477813720703,,190.0,38.66999816894531,91.80999755859375,19.110000610351562,61.83000183105469,47.540000915527344,23.145000457763672,42.90999984741211,73.16999816894531,44.25,27.549999237060547,12.807499885559082,24.700000762939453,62.790000915527344,39.9874153137207,51.08000183105469,52.959999084472656,,33.72903823852539,43.90999984741211,47.470001220703125,69.9800033569336
2007-03-06,12.59857177734375,56.369998931884766,87.81999969482422,63.619998931884766,25.959999084472656,67.66999816894531,33.906005859375,,197.3699951171875,38.79999923706055,93.80000305175781,19.399999618530273,61.70000076293945,48.52000045776367,23.46500015258789,43.099998474121094,73.47000122070312,44.66999816894531,27.829999923706055,13.137499809265137,25.190000534057617,62.939998626708984,40.39018249511719,51.709999084472656,53.97999954223633,,34.05577850341797,44.45000076293945,48.040000915527344,71.0
2007-03-07,12.531428337097168,55.86000061035156,88.70999908447266,64.2300033569336,25.8700008392334,68.33000183105469,33.96519470214844,,195.58999633789062,38.709999084472656,93.94000244140625,19.1200008392334,61.86000061035156,48.36000061035156,23.375,43.099998474121094,73.80000305175781,43.86000061035156,27.610000610351562,13.073749542236328,25.270000457763672,62.08000183105469,40.440528869628906,50.970001220703125,53.79999923706055,,33.30894088745117,44.04999923706055,47.93000030517578,71.63999938964844
2007-03-08,12.571428298950195,56.81999969482422,88.88999938964844,64.30000305175781,26.149999618530273,68.45999908447266,34.221683502197266,,199.94000244140625,38.79999923706055,93.0,19.229999542236328,61.720001220703125,48.7400016784668,23.575000762939453,43.63999938964844,74.5199966430664,44.36000061035156,27.31999969482422,13.074999809265137,25.40999984741211,62.310001373291016,40.62932586669922,51.220001220703125,53.33000183105469,,34.05577850341797,44.619998931884766,47.880001068115234,71.8499984741211
2007-03-09,12.567142486572266,56.900001525878906,89.51000213623047,64.4000015258789,26.079999923706055,68.47000122070312,33.906005859375,,201.6999969482422,38.66999816894531,93.27999877929688,19.100000381469727,62.13999938964844,48.81999969482422,23.78499984741211,44.150001525878906,74.7300033569336,44.61000061035156,27.290000915527344,13.231249809265137,25.40999984741211,62.15999984741211,40.59156799316406,51.68000030517578,53.0,,34.02777099609375,44.59000015258789,47.41999816894531,71.12000274658203
2007-03-12,12.838571548461914,56.709999084472656,91.19999694824219,64.56999969482422,26.170000076293945,68.83000183105469,33.73830032348633,,202.60000610351562,38.16999816894531,94.11000061035156,19.479999542236328,61.790000915527344,48.84000015258789,23.975000381469727,44.66999816894531,75.16999816894531,44.290000915527344,27.440000534057617,13.199999809265137,25.3799991607666,62.09000015258789,41.126495361328125,51.20000076293945,53.27000045776367,,34.149131774902344,44.790000915527344,47.2599983215332,70.87000274658203
2007-03-13,12.628571510314941,54.75,89.44999694824219,63.34000015258789,25.5,67.83999633789062,33.16613006591797,,199.02999877929688,37.349998474121094,92.70999908447266,19.1200008392334,60.77000045776367,46.70000076293945,23.530000686645508,43.47999954223633,74.7699966430664,43.369998931884766,26.719999313354492,13.074999809265137,24.940000534057617,61.16999816894531,40.47199630737305,49.59000015258789,53.0,,33.72903823852539,44.13999938964844,46.18000030517578,69.91000366210938
2007-03-14,12.857142448425293,55.709999084472656,89.9800033569336,63.63999938964844,25.850000381469727,68.31999969482422,33.2746467590332,,200.14999389648438,37.560001373291016,93.76000213623047,19.229999542236328,60.709999084472656,47.29999923706055,23.520000457763672,43.650001525878906,75.80000305175781,43.27000045776367,27.399999618530273,13.102499961853027,24.860000610351562,61.36000061035156,40.748897552490234,49.7400016784668,53.369998931884766,,33.86906814575195,44.599998474121094,45.72999954223633,71.0199966430664
2007-03-15,12.795714378356934,56.11000061035156,91.04000091552734,63.459999084472656,25.809999465942383,68.87000274658203,33.33383560180664,,200.88999938964844,37.4900016784668,93.44999694824219,19.139999389648438,60.529998779296875,47.70000076293945,23.540000915527344,43.470001220703125,75.98999786376953,43.189998626708984,27.280000686645508,13.207500457763672,24.989999771118164,61.90999984741211,40.52863311767578,49.900001525878906,54.04999923706055,,33.94375228881836,45.720001220703125,46.0,70.69000244140625
2007-03-16,12.798571586608887,55.54999923706055,90.0,63.15999984741211,25.989999771118164,68.08000183105469,33.15626525878906,,199.0,37.5099983215332,93.25,19.149999618530273,60.5099983215332,47.029998779296875,23.604999542236328,43.47999954223633,75.27999877929688,43.09000015258789,27.329999923706055,13.43375015258789,24.989999771118164,61.61000061035156,40.65449905395508,50.349998474121094,53.130001068115234,,33.906410217285156,46.2599983215332,46.209999084472656,69.86000061035156
2007-03-19,13.018571853637695,56.040000915527344,90.31999969482422,64.16999816894531,26.299999237060547,69.37999725341797,33.629783630371094,,202.44000244140625,37.720001220703125,93.98999786376953,19.110000610351562,60.72999954223633,47.58000183105469,23.665000915527344,43.869998931884766,76.36000061035156,43.41999816894531,27.829999923706055,13.539999961853027,25.360000610351562,61.97999954223633,40.95028305053711,50.880001068115234,54.29999923706055,,34.307838439941406,46.529998779296875,46.59000015258789,71.0999984741211
2007-03-20,13.068571090698242,56.2599983215332,90.16000366210938,64.86000061035156,26.34000015258789,70.05000305175781,33.915870666503906,,204.0,37.93000030517578,94.5,18.989999771118164,61.06999969482422,47.75,23.809999465942383,44.310001373291016,76.37999725341797,43.630001068115234,27.84000015258789,13.65625,25.540000915527344,62.279998779296875,41.05727005004883,51.79999923706055,54.099998474121094,,34.522552490234375,46.369998931884766,47.29999923706055,72.0
2007-03-21,13.40999984741211,57.4900016784668,90.80000305175781,66.20999908447266,26.790000915527344,71.33999633789062,34.69520568847656,,210.9499969482422,38.7400016784668,95.36000061035156,19.34000015258789,61.220001220703125,49.04999923706055,24.1299991607666,44.61000061035156,76.9000015258789,44.25,28.520000457763672,13.606249809265137,25.850000381469727,62.959999084472656,41.648834228515625,52.65999984741211,55.029998779296875,,35.17603302001953,47.06999969482422,47.77000045776367,73.2300033569336
2007-03-22,13.422857284545898,57.439998626708984,90.56999969482422,66.54000091552734,26.3700008392334,72.93000030517578,34.85304641723633,,210.0800018310547,38.33000183105469,95.19000244140625,19.15999984741211,60.86000061035156,48.470001220703125,24.125,44.4900016784668,77.77999877929688,44.16999816894531,28.270000457763672,13.574999809265137,25.790000915527344,63.849998474121094,41.58590316772461,52.349998474121094,55.689998626708984,,35.48410415649414,47.369998931884766,48.0099983215332,74.36000061035156
2007-03-23,13.359999656677246,57.43000030517578,90.9800033569336,66.87999725341797,26.190000534057617,73.69999694824219,34.517635345458984,,211.88999938964844,38.220001220703125,95.02999877929688,19.270000457763672,60.5099983215332,48.52000045776367,24.024999618530273,45.04999923706055,77.97000122070312,44.45000076293945,28.020000457763672,13.631250381469727,25.65999984741211,63.79999923706055,41.994964599609375,52.4900016784668,56.5099983215332,,35.586795806884766,47.77000045776367,47.90999984741211,75.0199966430664
2007-03-26,13.692856788635254,57.20000076293945,90.83000183105469,66.83999633789062,26.34000015258789,74.4000015258789,34.744529724121094,,211.72999572753906,37.90999984741211,95.0,19.290000915527344,60.25,48.70000076293945,24.075000762939453,45.119998931884766,77.37999725341797,44.06999969482422,28.219999313354492,13.598750114440918,25.670000076293945,63.900001525878906,41.7935791015625,51.93000030517578,56.880001068115234,,35.16669845581055,47.29999923706055,47.84000015258789,75.47000122070312
2007-03-27,13.6371431350708,56.43000030517578,90.5199966430664,66.87999725341797,25.93000030517578,74.16999816894531,34.19208908081055,,209.8699951171875,37.34000015258789,94.7300033569336,19.059999465942383,60.029998779296875,48.56999969482422,24.010000228881836,45.040000915527344,77.16999816894531,43.650001525878906,27.719999313354492,13.321249961853027,25.489999771118164,63.27000045776367,41.60478210449219,51.869998931884766,55.849998474121094,,35.18537139892578,46.939998626708984,47.4900016784668,75.70999908447266
2007-03-28,13.319999694824219,55.86000061035156,89.44999694824219,66.23999786376953,25.700000762939453,74.08000183105469,33.76789474487305,,206.75999450683594,36.77000045776367,94.26000213623047,18.860000610351562,60.0,47.9900016784668,23.954999923706055,44.83000183105469,76.37999725341797,43.22999954223633,27.639999389648438,13.141249656677246,25.18000030517578,63.0099983215332,41.13908004760742,51.79999923706055,54.810001373291016,,34.75593948364258,46.349998474121094,46.63999938964844,75.55999755859375
2007-03-29,13.392857551574707,56.459999084472656,89.76000213623047,66.19000244140625,25.43000030517578,74.94999694824219,33.92573547363281,,207.1999969482422,36.81999969482422,94.56999969482422,19.09000015258789,60.34000015258789,48.5,24.05500030517578,44.869998931884766,76.08999633789062,43.95000076293945,27.75,13.12125015258789,25.40999984741211,63.2599983215332,40.89993667602539,51.81999969482422,52.84000015258789,,35.07334518432617,46.20000076293945,46.720001220703125,76.23999786376953
